Symbol,Date,High,Low,Open,Close
LINK,2017-10-29,0.22,0.18,0.21,0.20
LINK,2017-10-30,0.21,0.20,0.20,0.21
LINK,2017-10-31,0.22,0.18,0.21,0.19
LINK,2017-11-01,0.19,0.16,0.19,0.16
LINK,2017-11-02,0.19,0.14,0.16,0.17
LINK,2017-11-03,0.19,0.16,0.16,0.17
LINK,2017-11-04,0.19,0.16,0.17,0.18
LINK,2017-11-05,0.18,0.17,0.18,0.17
LINK,2017-11-06,0.17,0.16,0.17,0.17
LINK,2017-11-07,0.18,0.16,0.17,0.18
LINK,2017-11-08,0.26,0.17,0.18,0.21
LINK,2017-11-09,0.25,0.20,0.22,0.22
LINK,2017-11-10,0.23,0.18,0.22,0.19
LINK,2017-11-11,0.20,0.17,0.19,0.18
LINK,2017-11-12,0.20,0.15,0.18,0.17
LINK,2017-11-13,0.21,0.17,0.17,0.18
LINK,2017-11-14,0.20,0.17,0.18,0.19
LINK,2017-11-15,0.19,0.18,0.19,0.19
LINK,2017-11-16,0.19,0.16,0.19,0.17
LINK,2017-11-17,0.17,0.15,0.17,0.16
LINK,2017-11-18,0.18,0.15,0.16,0.17
LINK,2017-11-19,0.17,0.16,0.17,0.16
LINK,2017-11-20,0.17,0.16,0.16,0.16
LINK,2017-11-21,0.17,0.15,0.16,0.15
LINK,2017-11-22,0.17,0.15,0.16,0.17
LINK,2017-11-23,0.19,0.16,0.17,0.16
LINK,2017-11-24,0.19,0.16,0.17,0.19
LINK,2017-11-25,0.19,0.17,0.19,0.18
LINK,2017-11-26,0.19,0.17,0.18,0.18
LINK,2017-11-27,0.19,0.17,0.18,0.18
LINK,2017-11-28,0.19,0.18,0.19,0.18
LINK,2017-11-29,0.18,0.14,0.18,0.15
LINK,2017-11-30,0.18,0.14,0.15,0.17
LINK,2017-12-01,0.18,0.16,0.17,0.18
LINK,2017-12-02,0.22,0.17,0.18,0.21
LINK,2017-12-03,0.26,0.19,0.21,0.23
LINK,2017-12-04,0.25,0.21,0.23,0.23
LINK,2017-12-05,0.31,0.22,0.23,0.31
LINK,2017-12-06,0.35,0.27,0.31,0.29
LINK,2017-12-07,0.31,0.24,0.28,0.26
LINK,2017-12-08,0.27,0.21,0.26,0.25
LINK,2017-12-09,0.27,0.23,0.24,0.24
LINK,2017-12-10,0.27,0.22,0.24,0.25
LINK,2017-12-11,0.29,0.25,0.26,0.26
LINK,2017-12-12,0.27,0.21,0.25,0.23
LINK,2017-12-13,0.29,0.22,0.23,0.26
LINK,2017-12-14,0.37,0.25,0.26,0.31
LINK,2017-12-15,0.35,0.26,0.31,0.32
LINK,2017-12-16,0.35,0.29,0.32,0.34
LINK,2017-12-17,0.44,0.34,0.34,0.42
LINK,2017-12-18,0.43,0.36,0.42,0.43
LINK,2017-12-19,0.51,0.42,0.43,0.44
LINK,2017-12-20,0.44,0.35,0.44,0.37
LINK,2017-12-21,0.47,0.37,0.38,0.42
LINK,2017-12-22,0.46,0.28,0.43,0.43
LINK,2017-12-23,0.72,0.44,0.44,0.58
LINK,2017-12-24,0.60,0.44,0.58,0.54
LINK,2017-12-25,0.58,0.49,0.55,0.50
LINK,2017-12-26,0.55,0.44,0.51,0.52
LINK,2017-12-27,0.53,0.46,0.52,0.51
LINK,2017-12-28,0.51,0.44,0.50,0.51
LINK,2017-12-29,0.52,0.46,0.51,0.49
LINK,2017-12-30,0.59,0.43,0.49,0.59
LINK,2017-12-31,0.61,0.52,0.56,0.60
LINK,2018-01-01,0.74,0.57,0.60,0.73
LINK,2018-01-02,0.76,0.59,0.73,0.67
LINK,2018-01-03,0.70,0.63,0.67,0.68
LINK,2018-01-04,1.02,0.68,0.68,0.98
LINK,2018-01-05,1.26,0.85,0.96,0.91
LINK,2018-01-06,1.19,0.94,0.96,1.06
LINK,2018-01-07,1.32,1.01,1.09,1.27
LINK,2018-01-08,1.44,1.05,1.27,1.38
LINK,2018-01-09,1.42,1.18,1.38,1.23
LINK,2018-01-10,1.26,1.09,1.24,1.19
LINK,2018-01-11,1.29,0.97,1.18,1.01
LINK,2018-01-12,1.14,0.99,1.03,1.05
LINK,2018-01-13,1.28,1.05,1.05,1.10
LINK,2018-01-14,1.15,0.94,1.11,1.01
LINK,2018-01-15,1.04,0.85,1.01,0.88
LINK,2018-01-16,0.88,0.52,0.88,0.76
LINK,2018-01-17,0.77,0.48,0.75,0.70
LINK,2018-01-18,0.82,0.69,0.70,0.74
LINK,2018-01-19,0.91,0.70,0.74,0.81
LINK,2018-01-20,1.22,0.81,0.82,1.22
LINK,2018-01-21,1.20,0.84,1.20,0.89
LINK,2018-01-22,1.02,0.73,0.91,0.80
LINK,2018-01-23,0.86,0.72,0.80,0.80
LINK,2018-01-24,0.83,0.77,0.80,0.79
LINK,2018-01-25,0.83,0.72,0.80,0.76
LINK,2018-01-26,0.79,0.68,0.76,0.71
LINK,2018-01-27,0.85,0.69,0.71,0.78
LINK,2018-01-28,0.86,0.75,0.79,0.76
LINK,2018-01-29,0.76,0.69,0.76,0.70
